,2OfficeDoor,timestamp
28,PRESENT,2022-06-03 21:04:43.921000+02:00
0,NOT_PRESENT,2022-06-03 22:19:57.540000+02:00
1,PRESENT,2022-06-03 22:20:07.601000+02:00
2,NOT_PRESENT,2022-06-03 22:26:48.036000+02:00
3,PRESENT,2022-06-03 22:26:59.395000+02:00
4,NOT_PRESENT,2022-06-03 22:30:12.569000+02:00
5,PRESENT,2022-06-03 22:30:47.015000+02:00
6,NOT_PRESENT,2022-06-03 22:35:14.651000+02:00
7,PRESENT,2022-06-03 22:35:33.008000+02:00
8,NOT_PRESENT,2022-06-04 08:52:13.141000+02:00
9,PRESENT,2022-06-04 09:59:50.698000+02:00
10,NOT_PRESENT,2022-06-04 11:51:30.156000+02:00
11,PRESENT,2022-06-04 11:51:42.238000+02:00
12,NOT_PRESENT,2022-06-04 12:14:58.125000+02:00
13,PRESENT,2022-06-04 12:39:53.812000+02:00
14,NOT_PRESENT,2022-06-04 12:43:54.634000+02:00
15,PRESENT,2022-06-04 13:56:32.590000+02:00
16,NOT_PRESENT,2022-06-04 14:39:01.817000+02:00
0,PRESENT,2022-06-04 22:47:48.670000+02:00
1,NOT_PRESENT,2022-06-04 23:58:21.441000+02:00
2,PRESENT,2022-06-04 23:58:33.482000+02:00
3,NOT_PRESENT,2022-06-05 08:28:10.733000+02:00
4,PRESENT,2022-06-05 08:29:00.113000+02:00
5,NOT_PRESENT,2022-06-05 09:52:40.827000+02:00
6,PRESENT,2022-06-05 17:18:24.344000+02:00
7,NOT_PRESENT,2022-06-05 17:25:26.360000+02:00
8,PRESENT,2022-06-05 17:32:52.623000+02:00
9,NOT_PRESENT,2022-06-05 17:33:37.677000+02:00
10,PRESENT,2022-06-05 17:50:32.846000+02:00
11,NOT_PRESENT,2022-06-05 18:27:30.966000+02:00
12,PRESENT,2022-06-05 18:27:37.619000+02:00
13,NOT_PRESENT,2022-06-05 18:31:00.399000+02:00
14,PRESENT,2022-06-05 18:31:05.773000+02:00
15,NOT_PRESENT,2022-06-05 19:46:39.923000+02:00
16,PRESENT,2022-06-05 19:46:46.576000+02:00
17,NOT_PRESENT,2022-06-05 19:49:22.848000+02:00
18,PRESENT,2022-06-05 20:36:35.114000+02:00
19,NOT_PRESENT,2022-06-05 20:45:41.244000+02:00
20,PRESENT,2022-06-05 20:45:45.228000+02:00
0,NOT_PRESENT,2022-06-05 21:18:21.906000+02:00
1,PRESENT,2022-06-05 21:18:53.266000+02:00
2,NOT_PRESENT,2022-06-05 23:33:28.974000+02:00
3,PRESENT,2022-06-06 09:33:41.689000+02:00
4,NOT_PRESENT,2022-06-06 10:24:23.760000+02:00
5,PRESENT,2022-06-06 18:29:05.814000+02:00
6,NOT_PRESENT,2022-06-06 18:29:58.079000+02:00
7,PRESENT,2022-06-06 18:30:00.749000+02:00
8,NOT_PRESENT,2022-06-06 19:27:53.119000+02:00
0,PRESENT,2022-06-07 08:19:22.834000+02:00
1,NOT_PRESENT,2022-06-07 18:13:52.216000+02:00
0,PRESENT,2022-06-08 12:01:46.985000+02:00
1,NOT_PRESENT,2022-06-08 12:52:00.501000+02:00
2,PRESENT,2022-06-08 12:52:14.159000+02:00
3,NOT_PRESENT,2022-06-08 12:56:45.026000+02:00
4,PRESENT,2022-06-08 12:57:01.318000+02:00
5,NOT_PRESENT,2022-06-08 14:04:39.124000+02:00
6,PRESENT,2022-06-08 14:04:41.993000+02:00
0,NOT_PRESENT,2022-06-09 06:16:57.084000+02:00
1,PRESENT,2022-06-09 07:39:29.800000+02:00
2,NOT_PRESENT,2022-06-09 08:09:27.973000+02:00
3,PRESENT,2022-06-09 08:09:50.420000+02:00
4,NOT_PRESENT,2022-06-09 08:47:08.039000+02:00
5,PRESENT,2022-06-09 08:48:08.504000+02:00
6,NOT_PRESENT,2022-06-09 08:53:18.692000+02:00
7,PRESENT,2022-06-09 09:18:54.447000+02:00
8,NOT_PRESENT,2022-06-09 09:20:04.619000+02:00
9,PRESENT,2022-06-09 09:20:14.627000+02:00
10,NOT_PRESENT,2022-06-09 10:46:49.842000+02:00
11,PRESENT,2022-06-09 11:22:30.481000+02:00
12,NOT_PRESENT,2022-06-09 12:02:10.688000+02:00
13,PRESENT,2022-06-09 13:06:05.149000+02:00
14,NOT_PRESENT,2022-06-09 18:05:02.262000+02:00
0,PRESENT,2022-06-10 00:22:41.915000+02:00
1,NOT_PRESENT,2022-06-10 15:26:32.908000+02:00
2,PRESENT,2022-06-10 15:26:44.150000+02:00
3,NOT_PRESENT,2022-06-10 15:52:57.097000+02:00
4,PRESENT,2022-06-10 15:53:55.376000+02:00
5,NOT_PRESENT,2022-06-10 15:53:57.600000+02:00
6,PRESENT,2022-06-10 19:24:54.064000+02:00
0,NOT_PRESENT,2022-06-10 22:01:21.993000+02:00
1,PRESENT,2022-06-11 11:35:05.522000+02:00
2,NOT_PRESENT,2022-06-11 12:31:24.605000+02:00
3,PRESENT,2022-06-11 18:33:11.066000+02:00
4,NOT_PRESENT,2022-06-11 18:52:06.587000+02:00
5,PRESENT,2022-06-11 18:59:35.980000+02:00
6,NOT_PRESENT,2022-06-11 19:24:34.030000+02:00
7,PRESENT,2022-06-11 19:24:38.677000+02:00
8,NOT_PRESENT,2022-06-11 19:26:43.013000+02:00
0,PRESENT,2022-06-12 18:47:48.065000+02:00
1,NOT_PRESENT,2022-06-12 18:48:19.006000+02:00
2,PRESENT,2022-06-12 18:48:25.710000+02:00
0,NOT_PRESENT,2022-06-13 09:00:48.351000+02:00
1,PRESENT,2022-06-13 09:04:51.578000+02:00
2,NOT_PRESENT,2022-06-13 09:05:21.951000+02:00
3,PRESENT,2022-06-13 09:05:57.792000+02:00
4,NOT_PRESENT,2022-06-13 09:06:49.948000+02:00
5,PRESENT,2022-06-13 09:07:14.692000+02:00
6,NOT_PRESENT,2022-06-13 09:09:49.594000+02:00
7,PRESENT,2022-06-13 10:29:46.882000+02:00
8,NOT_PRESENT,2022-06-13 11:06:16.017000+02:00
9,PRESENT,2022-06-13 12:40:33.385000+02:00
10,NOT_PRESENT,2022-06-13 12:53:25.027000+02:00
11,PRESENT,2022-06-13 12:53:29.045000+02:00
12,NOT_PRESENT,2022-06-13 19:56:27.536000+02:00
0,PRESENT,2022-06-13 21:11:57.655000+02:00
1,NOT_PRESENT,2022-06-13 21:24:41.452000+02:00
2,PRESENT,2022-06-13 21:24:59.115000+02:00
3,NOT_PRESENT,2022-06-13 21:41:44.829000+02:00
4,PRESENT,2022-06-13 21:42:22.229000+02:00
5,NOT_PRESENT,2022-06-13 22:21:04.224000+02:00
6,PRESENT,2022-06-14 15:50:53.643000+02:00
7,NOT_PRESENT,2022-06-14 15:59:59.828000+02:00
8,PRESENT,2022-06-14 16:00:24.461000+02:00
9,NOT_PRESENT,2022-06-14 16:06:10.405000+02:00
10,PRESENT,2022-06-14 16:06:22.672000+02:00
11,NOT_PRESENT,2022-06-14 16:09:49.653000+02:00
12,PRESENT,2022-06-14 16:09:59.670000+02:00
13,NOT_PRESENT,2022-06-14 16:25:28.244000+02:00
14,PRESENT,2022-06-14 20:56:03.537000+02:00
15,NOT_PRESENT,2022-06-14 21:01:18.199000+02:00
16,PRESENT,2022-06-14 21:01:37.185000+02:00
0,NOT_PRESENT,2022-06-14 22:21:36.680000+02:00
0,PRESENT,2022-06-16 15:43:06.635000+02:00
1,NOT_PRESENT,2022-06-16 15:55:44.473000+02:00
2,PRESENT,2022-06-16 15:55:48.457000+02:00
3,NOT_PRESENT,2022-06-16 16:52:44.124000+02:00
4,PRESENT,2022-06-16 16:54:37.779000+02:00
5,NOT_PRESENT,2022-06-16 17:01:57.040000+02:00
6,PRESENT,2022-06-16 17:02:23.714000+02:00
7,NOT_PRESENT,2022-06-16 18:22:45.536000+02:00
8,PRESENT,2022-06-16 18:22:56.211000+02:00
0,NOT_PRESENT,2022-06-16 21:32:40.817000+02:00
1,PRESENT,2022-06-16 21:32:59.148000+02:00
2,NOT_PRESENT,2022-06-17 08:09:00.841000+02:00
3,PRESENT,2022-06-17 08:38:22.374000+02:00
4,NOT_PRESENT,2022-06-17 09:01:44.395000+02:00
5,PRESENT,2022-06-17 10:01:33.670000+02:00
6,NOT_PRESENT,2022-06-17 11:18:07.884000+02:00
7,PRESENT,2022-06-17 13:06:48.657000+02:00
8,NOT_PRESENT,2022-06-17 13:06:57.318000+02:00
0,PRESENT,2022-06-18 10:27:03.458000+02:00
1,NOT_PRESENT,2022-06-18 10:55:41.027000+02:00
2,PRESENT,2022-06-18 11:27:54.100000+02:00
3,NOT_PRESENT,2022-06-18 11:31:53.359000+02:00
4,PRESENT,2022-06-18 11:32:04.778000+02:00
5,NOT_PRESENT,2022-06-18 21:06:54.102000+02:00
0,PRESENT,2022-06-19 09:00:32.278000+02:00
1,NOT_PRESENT,2022-06-19 09:38:52.239000+02:00
2,PRESENT,2022-06-19 13:51:15.321000+02:00
3,NOT_PRESENT,2022-06-19 13:51:34.177000+02:00
4,PRESENT,2022-06-19 14:00:37.944000+02:00
5,NOT_PRESENT,2022-06-19 14:00:54.772000+02:00
6,PRESENT,2022-06-19 14:01:00.767000+02:00
7,NOT_PRESENT,2022-06-19 14:01:02.368000+02:00
8,PRESENT,2022-06-19 14:09:10.165000+02:00
9,NOT_PRESENT,2022-06-19 14:41:36.872000+02:00
10,NOT_PRESENT,2022-06-19 15:44:21.124000+02:00
0,PRESENT,2022-06-19 21:18:45.223000+02:00
1,NOT_PRESENT,2022-06-19 21:25:54.878000+02:00
2,PRESENT,2022-06-20 10:45:41.270000+02:00
3,NOT_PRESENT,2022-06-20 12:21:12.577000+02:00
4,PRESENT,2022-06-20 16:10:44.616000+02:00
5,NOT_PRESENT,2022-06-20 16:22:45.964000+02:00
6,PRESENT,2022-06-20 16:23:12.473000+02:00
7,NOT_PRESENT,2022-06-20 16:23:48.017000+02:00
8,PRESENT,2022-06-20 17:41:52.882000+02:00
9,NOT_PRESENT,2022-06-20 17:41:55.613000+02:00
10,PRESENT,2022-06-20 17:42:00.262000+02:00
11,NOT_PRESENT,2022-06-20 17:48:52.054000+02:00
12,PRESENT,2022-06-20 17:48:56.043000+02:00
13,NOT_PRESENT,2022-06-20 17:54:42.566000+02:00
14,PRESENT,2022-06-20 18:00:40.561000+02:00
15,NOT_PRESENT,2022-06-20 18:29:26.174000+02:00
16,PRESENT,2022-06-20 18:29:44.341000+02:00
17,NOT_PRESENT,2022-06-20 18:36:10.592000+02:00
18,PRESENT,2022-06-20 18:36:21.823000+02:00
19,NOT_PRESENT,2022-06-20 18:47:14.333000+02:00
0,PRESENT,2022-06-21 00:46:24.602000+02:00
1,NOT_PRESENT,2022-06-21 07:27:00.342000+02:00
2,PRESENT,2022-06-21 09:14:59.856000+02:00
3,NOT_PRESENT,2022-06-21 11:42:10.192000+02:00
4,PRESENT,2022-06-21 14:09:02.111000+02:00
5,NOT_PRESENT,2022-06-21 14:19:00.505000+02:00
6,PRESENT,2022-06-21 14:19:10.402000+02:00
7,NOT_PRESENT,2022-06-21 14:21:47.788000+02:00
8,PRESENT,2022-06-21 16:37:12.385000+02:00
9,NOT_PRESENT,2022-06-21 17:16:24.872000+02:00
10,PRESENT,2022-06-21 17:17:44.424000+02:00
11,NOT_PRESENT,2022-06-21 17:42:55.198000+02:00
12,PRESENT,2022-06-21 17:42:59.181000+02:00
13,NOT_PRESENT,2022-06-21 19:39:05.715000+02:00
14,PRESENT,2022-06-21 19:39:09.041000+02:00
15,NOT_PRESENT,2022-06-21 19:58:16.079000+02:00
0,PRESENT,2022-06-22 09:03:43.759000+02:00
1,NOT_PRESENT,2022-06-22 11:10:41.389000+02:00
2,PRESENT,2022-06-22 12:24:18.501000+02:00
3,NOT_PRESENT,2022-06-22 12:45:59.228000+02:00
4,PRESENT,2022-06-22 12:46:05.207000+02:00
5,NOT_PRESENT,2022-06-22 13:58:57.157000+02:00
0,PRESENT,2022-06-23 20:30:53.012000+02:00
1,NOT_PRESENT,2022-06-23 20:37:40.815000+02:00
0,PRESENT,2022-06-24 09:13:26.100000+02:00
1,NOT_PRESENT,2022-06-24 09:13:29.428000+02:00
2,PRESENT,2022-06-24 11:37:40.389000+02:00
3,NOT_PRESENT,2022-06-24 11:37:50.282000+02:00
4,PRESENT,2022-06-24 13:22:03.529000+02:00
5,NOT_PRESENT,2022-06-24 13:22:10.743000+02:00
0,PRESENT,2022-06-25 16:47:02.440000+02:00
1,NOT_PRESENT,2022-06-25 17:11:32.600000+02:00
2,PRESENT,2022-06-25 17:11:35.283000+02:00
3,NOT_PRESENT,2022-06-25 17:12:01.764000+02:00
4,PRESENT,2022-06-25 19:18:15.263000+02:00
5,NOT_PRESENT,2022-06-25 19:22:09.573000+02:00
6,PRESENT,2022-06-25 19:22:10.969000+02:00
7,NOT_PRESENT,2022-06-25 19:26:31.184000+02:00
8,PRESENT,2022-06-25 19:26:47.933000+02:00
9,NOT_PRESENT,2022-06-25 20:47:56.580000+02:00
0,PRESENT,2022-06-26 18:30:30.364000+02:00
1,NOT_PRESENT,2022-06-26 18:30:31.754000+02:00
0,PRESENT,2022-06-27 20:43:47.018000+02:00
0,NOT_PRESENT,2022-06-28 09:01:26.321000+02:00
1,PRESENT,2022-06-28 11:49:13.833000+02:00
2,NOT_PRESENT,2022-06-28 11:57:22.804000+02:00
3,PRESENT,2022-06-28 12:16:46.041000+02:00
4,NOT_PRESENT,2022-06-28 12:54:58.527000+02:00
0,PRESENT,2022-06-29 08:10:04.046000+02:00
1,NOT_PRESENT,2022-06-29 09:50:36.361000+02:00
2,PRESENT,2022-06-29 17:47:19.188000+02:00
3,NOT_PRESENT,2022-06-29 17:47:24.406000+02:00
4,PRESENT,2022-06-29 17:48:05.220000+02:00
5,NOT_PRESENT,2022-06-29 18:35:34.138000+02:00
6,PRESENT,2022-06-29 18:35:57.253000+02:00
7,NOT_PRESENT,2022-06-29 18:43:58.463000+02:00
0,PRESENT,2022-06-30 12:57:25.525000+02:00
1,NOT_PRESENT,2022-06-30 12:59:54.435000+02:00
0,PRESENT,2022-07-01 09:38:54.031000+02:00
0,NOT_PRESENT,2022-07-03 18:14:43.317000+02:00
1,PRESENT,2022-07-03 21:05:34.018000+02:00
0,NOT_PRESENT,2022-07-03 21:18:13.097000+02:00
1,PRESENT,2022-07-03 21:55:42.228000+02:00
2,NOT_PRESENT,2022-07-03 23:10:22.664000+02:00
3,PRESENT,2022-07-04 00:24:18.208000+02:00
4,NOT_PRESENT,2022-07-04 01:40:38.918000+02:00
5,PRESENT,2022-07-04 01:40:42.253000+02:00
6,NOT_PRESENT,2022-07-04 01:43:50.836000+02:00
7,PRESENT,2022-07-04 01:43:56.726000+02:00
8,NOT_PRESENT,2022-07-04 08:25:17.631000+02:00
9,PRESENT,2022-07-04 09:25:44.937000+02:00
10,NOT_PRESENT,2022-07-04 10:27:06.307000+02:00
11,PRESENT,2022-07-04 11:04:42.592000+02:00
12,NOT_PRESENT,2022-07-04 12:06:32.030000+02:00
13,PRESENT,2022-07-04 12:09:20.494000+02:00
14,NOT_PRESENT,2022-07-04 12:53:05.877000+02:00
15,PRESENT,2022-07-04 14:06:43.809000+02:00
16,NOT_PRESENT,2022-07-04 14:11:38.900000+02:00
17,PRESENT,2022-07-04 15:33:50.884000+02:00
18,NOT_PRESENT,2022-07-04 15:33:56.116000+02:00
19,PRESENT,2022-07-04 18:35:25.724000+02:00
0,NOT_PRESENT,2022-07-04 21:32:41.249000+02:00
1,PRESENT,2022-07-05 20:45:48.957000+02:00
0,NOT_PRESENT,2022-07-05 23:08:13.485000+02:00
1,PRESENT,2022-07-06 02:08:33.709000+02:00
2,NOT_PRESENT,2022-07-06 08:45:05.653000+02:00
3,PRESENT,2022-07-06 13:43:08.517000+02:00
4,NOT_PRESENT,2022-07-06 13:50:06.782000+02:00
5,PRESENT,2022-07-06 18:45:06.724000+02:00
6,NOT_PRESENT,2022-07-06 18:45:40.308000+02:00
0,PRESENT,2022-07-07 00:44:20.648000+02:00
1,NOT_PRESENT,2022-07-07 09:04:11.479000+02:00
0,PRESENT,2022-07-08 18:38:20.617000+02:00
0,NOT_PRESENT,2022-07-08 21:43:54.512000+02:00
1,PRESENT,2022-07-09 10:38:49.738000+02:00
2,NOT_PRESENT,2022-07-09 10:43:30.031000+02:00
3,PRESENT,2022-07-09 10:44:00.170000+02:00
4,NOT_PRESENT,2022-07-09 11:54:29.037000+02:00
5,PRESENT,2022-07-09 13:28:03.588000+02:00
6,NOT_PRESENT,2022-07-09 13:35:06.310000+02:00
7,PRESENT,2022-07-09 13:55:40.282000+02:00
8,NOT_PRESENT,2022-07-09 13:55:41.879000+02:00
9,PRESENT,2022-07-09 13:55:43.289000+02:00
10,NOT_PRESENT,2022-07-09 13:57:38.869000+02:00
11,PRESENT,2022-07-09 13:57:49.484000+02:00
12,NOT_PRESENT,2022-07-09 14:09:53.493000+02:00
13,PRESENT,2022-07-09 14:18:51.300000+02:00
14,NOT_PRESENT,2022-07-09 14:32:07.571000+02:00
15,PRESENT,2022-07-09 14:32:16.922000+02:00
16,NOT_PRESENT,2022-07-09 14:34:30.660000+02:00
17,PRESENT,2022-07-09 14:47:28.404000+02:00
18,NOT_PRESENT,2022-07-09 16:27:51.800000+02:00
19,PRESENT,2022-07-09 16:27:57.125000+02:00
20,NOT_PRESENT,2022-07-09 16:32:39.696000+02:00
21,PRESENT,2022-07-09 16:32:43.684000+02:00
22,NOT_PRESENT,2022-07-09 17:15:56.662000+02:00
23,PRESENT,2022-07-09 17:18:56.844000+02:00
24,NOT_PRESENT,2022-07-09 20:28:35.652000+02:00
25,PRESENT,2022-07-09 20:28:42.984000+02:00
26,NOT_PRESENT,2022-07-09 20:29:09.982000+02:00
27,PRESENT,2022-07-09 20:31:12.872000+02:00
28,NOT_PRESENT,2022-07-09 20:54:15.236000+02:00
29,PRESENT,2022-07-09 20:54:34.194000+02:00
30,NOT_PRESENT,2022-07-09 21:10:39.330000+02:00
31,PRESENT,2022-07-09 21:11:14.425000+02:00
0,NOT_PRESENT,2022-07-09 23:17:05.627000+02:00
1,PRESENT,2022-07-10 00:43:46.397000+02:00
2,NOT_PRESENT,2022-07-10 00:44:45.737000+02:00
3,PRESENT,2022-07-10 00:45:18.536000+02:00
4,NOT_PRESENT,2022-07-10 10:26:01.537000+02:00
5,PRESENT,2022-07-10 10:26:04.474000+02:00
6,NOT_PRESENT,2022-07-10 10:27:19.600000+02:00
0,PRESENT,2022-07-11 10:43:49.002000+02:00
1,NOT_PRESENT,2022-07-11 10:52:38.419000+02:00
2,PRESENT,2022-07-11 10:52:45.325000+02:00
3,NOT_PRESENT,2022-07-11 10:56:19.874000+02:00
4,PRESENT,2022-07-11 10:58:59.018000+02:00
5,NOT_PRESENT,2022-07-11 11:32:12.940000+02:00
6,PRESENT,2022-07-11 11:32:25.236000+02:00
7,NOT_PRESENT,2022-07-11 11:32:37.966000+02:00
8,PRESENT,2022-07-11 11:32:42.624000+02:00
9,NOT_PRESENT,2022-07-11 11:36:48.117000+02:00
10,PRESENT,2022-07-11 15:18:56.425000+02:00
0,NOT_PRESENT,2022-07-14 21:27:11.448000+02:00
1,PRESENT,2022-07-15 10:51:55.642000+02:00
2,NOT_PRESENT,2022-07-15 10:55:30.976000+02:00
3,PRESENT,2022-07-15 10:55:39.044000+02:00
4,NOT_PRESENT,2022-07-15 11:23:23.428000+02:00
5,PRESENT,2022-07-15 21:02:28.349000+02:00
6,NOT_PRESENT,2022-07-15 21:05:58.234000+02:00
0,PRESENT,2022-07-15 21:11:40.626000+02:00
1,NOT_PRESENT,2022-07-15 21:25:39.880000+02:00
2,PRESENT,2022-07-15 21:25:58.935000+02:00
3,NOT_PRESENT,2022-07-15 21:27:27.358000+02:00
4,PRESENT,2022-07-16 12:48:21.402000+02:00
5,NOT_PRESENT,2022-07-16 12:49:15.401000+02:00
6,PRESENT,2022-07-16 12:49:19.394000+02:00
7,NOT_PRESENT,2022-07-16 12:49:55.807000+02:00
8,PRESENT,2022-07-16 13:19:28.478000+02:00
9,NOT_PRESENT,2022-07-16 13:43:14.497000+02:00
0,PRESENT,2022-07-17 09:04:11.244000+02:00
1,NOT_PRESENT,2022-07-17 09:07:06.445000+02:00
2,PRESENT,2022-07-17 09:07:15.792000+02:00
3,NOT_PRESENT,2022-07-17 09:09:01.226000+02:00
4,PRESENT,2022-07-17 09:09:06.115000+02:00
5,NOT_PRESENT,2022-07-17 09:14:00.059000+02:00
6,PRESENT,2022-07-17 09:24:02.876000+02:00
7,NOT_PRESENT,2022-07-17 09:24:37.251000+02:00
8,PRESENT,2022-07-17 09:33:17.404000+02:00
9,NOT_PRESENT,2022-07-17 09:34:41.876000+02:00
0,PRESENT,2022-07-18 19:31:11.703000+02:00
1,NOT_PRESENT,2022-07-18 19:31:26.444000+02:00
0,PRESENT,2022-07-19 09:58:21.725000+02:00
1,NOT_PRESENT,2022-07-19 10:17:54.681000+02:00
2,PRESENT,2022-07-19 10:46:27.087000+02:00
3,NOT_PRESENT,2022-07-19 11:27:13.628000+02:00
4,PRESENT,2022-07-19 11:27:23.538000+02:00
5,NOT_PRESENT,2022-07-19 11:27:26.220000+02:00
6,PRESENT,2022-07-19 11:27:27.621000+02:00
7,NOT_PRESENT,2022-07-19 11:27:32.545000+02:00
8,PRESENT,2022-07-19 11:30:26.244000+02:00
9,NOT_PRESENT,2022-07-19 11:30:57.880000+02:00
0,PRESENT,2022-07-21 12:40:57.614000+02:00
1,NOT_PRESENT,2022-07-21 12:42:23.446000+02:00
2,PRESENT,2022-07-21 12:43:42.612000+02:00
3,NOT_PRESENT,2022-07-21 12:46:50.175000+02:00
4,PRESENT,2022-07-21 12:49:54.794000+02:00
5,NOT_PRESENT,2022-07-21 13:09:52.616000+02:00
6,PRESENT,2022-07-21 13:09:57.262000+02:00
7,NOT_PRESENT,2022-07-21 14:46:48.089000+02:00
8,PRESENT,2022-07-21 18:16:39.071000+02:00
9,NOT_PRESENT,2022-07-21 18:56:37.320000+02:00
10,PRESENT,2022-07-21 18:56:46.706000+02:00
11,NOT_PRESENT,2022-07-21 18:58:03.113000+02:00
12,PRESENT,2022-07-21 18:58:16.723000+02:00
13,NOT_PRESENT,2022-07-21 19:02:36.728000+02:00
14,PRESENT,2022-07-21 19:02:55.734000+02:00
15,NOT_PRESENT,2022-07-21 19:04:38.208000+02:00
16,PRESENT,2022-07-21 19:07:59.489000+02:00
17,NOT_PRESENT,2022-07-21 19:20:42.287000+02:00
18,PRESENT,2022-07-21 19:20:48.320000+02:00
19,NOT_PRESENT,2022-07-21 19:20:50.551000+02:00
20,PRESENT,2022-07-21 19:31:00.666000+02:00
21,NOT_PRESENT,2022-07-21 19:32:53.282000+02:00
22,PRESENT,2022-07-21 20:41:29.011000+02:00
0,NOT_PRESENT,2022-07-22 02:31:22.379000+02:00
1,PRESENT,2022-07-22 07:18:52.731000+02:00
2,NOT_PRESENT,2022-07-22 08:21:24.493000+02:00
3,PRESENT,2022-07-22 08:22:20.199000+02:00
4,NOT_PRESENT,2022-07-22 08:34:40.954000+02:00
0,PRESENT,2022-07-23 20:37:19.732000+02:00
1,NOT_PRESENT,2022-07-23 20:58:02.256000+02:00
2,PRESENT,2022-07-23 20:58:11.628000+02:00
0,NOT_PRESENT,2022-07-26 14:56:06.198000+02:00
1,PRESENT,2022-07-26 17:38:22.045000+02:00
2,NOT_PRESENT,2022-07-26 17:44:34.508000+02:00
0,PRESENT,2022-07-27 05:53:51.609000+02:00
1,NOT_PRESENT,2022-07-27 05:55:03.769000+02:00
2,PRESENT,2022-07-27 07:05:22.273000+02:00
3,NOT_PRESENT,2022-07-27 08:07:15.228000+02:00
4,PRESENT,2022-07-27 20:04:28.622000+02:00
0,NOT_PRESENT,2022-07-28 01:20:43.660000+02:00
1,PRESENT,2022-07-28 01:20:45.298000+02:00
2,NOT_PRESENT,2022-07-28 01:20:46.699000+02:00
3,PRESENT,2022-07-28 01:21:42.226000+02:00
4,NOT_PRESENT,2022-07-28 01:22:11.703000+02:00
5,PRESENT,2022-07-28 01:28:34.966000+02:00
6,NOT_PRESENT,2022-07-28 01:58:21.149000+02:00
7,PRESENT,2022-07-28 08:42:44.767000+02:00
8,NOT_PRESENT,2022-07-28 08:44:21.386000+02:00
9,PRESENT,2022-07-28 09:23:16.209000+02:00
10,NOT_PRESENT,2022-07-28 09:47:04.385000+02:00
11,PRESENT,2022-07-28 10:21:57.775000+02:00
12,NOT_PRESENT,2022-07-28 10:22:11.130000+02:00
13,PRESENT,2022-07-28 10:23:32.408000+02:00
0,NOT_PRESENT,2022-07-30 19:10:37.099000+02:00
1,PRESENT,2022-07-30 20:14:46.928000+02:00
2,NOT_PRESENT,2022-07-30 20:55:16.554000+02:00
0,PRESENT,2022-07-30 21:53:57.408000+02:00
1,NOT_PRESENT,2022-07-30 21:53:58.996000+02:00
2,PRESENT,2022-07-31 05:04:01.694000+02:00
3,NOT_PRESENT,2022-07-31 05:04:03.335000+02:00
4,PRESENT,2022-07-31 06:50:39.556000+02:00
5,NOT_PRESENT,2022-07-31 08:45:33.964000+02:00
0,PRESENT,2022-08-01 00:23:04.993000+02:00
1,NOT_PRESENT,2022-08-01 06:25:59.322000+02:00
2,PRESENT,2022-08-01 06:56:00.259000+02:00
3,NOT_PRESENT,2022-08-01 06:56:56.835000+02:00
4,PRESENT,2022-08-01 06:57:04.841000+02:00
5,NOT_PRESENT,2022-08-01 08:06:23.643000+02:00
6,PRESENT,2022-08-01 08:07:06.765000+02:00
7,NOT_PRESENT,2022-08-01 12:48:34.766000+02:00
8,PRESENT,2022-08-01 12:48:49.734000+02:00
9,NOT_PRESENT,2022-08-01 16:59:44.428000+02:00
10,PRESENT,2022-08-01 17:08:39.742000+02:00
11,NOT_PRESENT,2022-08-01 18:22:32.713000+02:00
12,PRESENT,2022-08-01 20:48:02.798000+02:00
13,NOT_PRESENT,2022-08-01 21:04:55.835000+02:00
14,PRESENT,2022-08-01 21:05:12.437000+02:00
0,NOT_PRESENT,2022-08-01 21:45:52.890000+02:00
1,PRESENT,2022-08-02 07:44:09.284000+02:00
2,NOT_PRESENT,2022-08-02 07:44:57.947000+02:00
3,PRESENT,2022-08-02 07:45:12.901000+02:00
4,NOT_PRESENT,2022-08-02 07:46:44.455000+02:00
5,PRESENT,2022-08-02 07:47:28.790000+02:00
6,NOT_PRESENT,2022-08-02 08:16:08.564000+02:00
0,PRESENT,2022-08-03 11:10:18.991000+02:00
1,NOT_PRESENT,2022-08-03 13:59:46.506000+02:00
2,PRESENT,2022-08-03 14:01:26.048000+02:00
3,NOT_PRESENT,2022-08-03 17:11:29.145000+02:00
4,PRESENT,2022-08-03 18:02:04.143000+02:00
5,NOT_PRESENT,2022-08-03 18:02:05.776000+02:00
6,PRESENT,2022-08-03 18:02:07.167000+02:00
7,NOT_PRESENT,2022-08-03 18:02:08.561000+02:00
8,PRESENT,2022-08-03 18:02:09.964000+02:00
9,NOT_PRESENT,2022-08-03 18:02:58.102000+02:00
0,PRESENT,2022-08-04 07:11:53.038000+02:00
1,NOT_PRESENT,2022-08-04 07:29:20.342000+02:00
2,PRESENT,2022-08-04 07:29:31.651000+02:00
3,NOT_PRESENT,2022-08-04 16:48:27.298000+02:00
4,PRESENT,2022-08-04 16:48:42.899000+02:00
5,NOT_PRESENT,2022-08-04 18:01:05.865000+02:00
6,PRESENT,2022-08-04 19:57:57.684000+02:00
7,NOT_PRESENT,2022-08-04 20:07:23.482000+02:00
8,PRESENT,2022-08-04 20:37:19.988000+02:00
9,NOT_PRESENT,2022-08-04 20:45:05.697000+02:00
10,PRESENT,2022-08-04 20:48:27.991000+02:00
0,NOT_PRESENT,2022-08-04 21:12:01.493000+02:00
1,PRESENT,2022-08-05 06:16:51.374000+02:00
